Book,Chapter,Pericope,RefId,start,end
2 Samuel,23,David's Last Words,2 Samuel  23:1-7,2 Samuel.23.1,2 Samuel.23.7
2 Samuel,23,David's Mightiest Warriors,2 Samuel  23:8-17,2 Samuel.23.8,2 Samuel.23.17
2 Samuel,23,David's Thirty Mighty Men,2 Samuel  23:18-39,2 Samuel.23.18,2 Samuel.23.39
2 Samuel,24,David Takes a Census,2 Samuel  24:1-9,2 Samuel.24.1,2 Samuel.24.9
2 Samuel,24,Judgment for David's Sin,2 Samuel  24:10-17,2 Samuel.24.10,2 Samuel.24.17
2 Samuel,24,David Builds an Altar,2 Samuel  24:18-25,2 Samuel.24.18,2 Samuel.24.25
1 Kings,1,David in His Old Age,1 Kings  1:1-4,1 Kings.1.1,1 Kings.1.4
1 Kings,1,Adonijah Claims the Throne,1 Kings  1:5-27,1 Kings.1.5,1 Kings.1.27
1 Kings,1,David Makes Solomon King,1 Kings  1:28-53,1 Kings.1.28,1 Kings.1.53
1 Kings,2,David's Final Instructions to Solomon,1 Kings  2:1-12,1 Kings.2.1,1 Kings.2.12
1 Kings,2,Solomon Establishes His Rule,1 Kings  2:13-46,1 Kings.2.13,1 Kings.2.46
1 Kings,3,Solomon Asks for Wisdom,1 Kings  3:1-15,1 Kings.3.1,1 Kings.3.15
1 Kings,3,Solomon Judges Wisely,1 Kings  3:16-28,1 Kings.3.16,1 Kings.3.28
1 Kings,4,Solomon's Officials and Governors,1 Kings  4:1-19,1 Kings.4.1,1 Kings.4.19
1 Kings,4,Solomon's Prosperity and Wisdom,1 Kings  4:20-34,1 Kings.4.20,1 Kings.4.34
1 Kings,5,Preparations for Building the Temple,1 Kings  5,1 Kings.5.1,1 Kings.5.18
1 Kings,6,Solomon Builds the Temple,1 Kings  6:1-13,1 Kings.6.1,1 Kings.6.13
1 Kings,6,The Temple's Interior,1 Kings  6:14-38,1 Kings.6.14,1 Kings.6.38
1 Kings,7,Solomon Builds His Palace,1 Kings  7:1-12,1 Kings.7.1,1 Kings.7.12
1 Kings,7,Furnishings for the Temple,1 Kings  7:13-51,1 Kings.7.13,1 Kings.7.51
1 Kings,8,The Ark Brought to the Temple,1 Kings  8:1-11,1 Kings.8.1,1 Kings.8.11
1 Kings,8,Solomon Praises the Lord,1 Kings  8:12-21,1 Kings.8.12,1 Kings.8.21
1 Kings,8,Solomon's Prayer of Dedication,1 Kings  8:22-53,1 Kings.8.22,1 Kings.8.53
1 Kings,8,The Dedication of the Temple,1 Kings  8:54-66,1 Kings.8.54,1 Kings.8.66
1 Kings,9,The Lord's Response to Solomon,1 Kings  9:1-9,1 Kings.9.1,1 Kings.9.9
1 Kings,9,Solomon's Agreement with Hiram,1 Kings  9:10-14,1 Kings.9.10,1 Kings.9.14
1 Kings,9,Solomon's Many Achievements,1 Kings  9:15-28,1 Kings.9.15,1 Kings.9.28
1 Kings,10,Visit of the Queen of Sheba,1 Kings  10:1-13,1 Kings.10.1,1 Kings.10.13
1 Kings,10,Solomon's Wealth and Splendor,1 Kings  10:14-29,1 Kings.10.14,1 Kings.10.29
1 Kings,11,Solomon's Many Wives,1 Kings  11:1-13,1 Kings.11.1,1 Kings.11.13
1 Kings,11,Solomon's Adversaries,1 Kings  11:14-25,1 Kings.11.14,1 Kings.11.25
1 Kings,11,Jeroboam Rebels against Solomon,1 Kings  11:26-40,1 Kings.11.26,1 Kings.11.40
1 Kings,11,Summary of Solomon's Reign,1 Kings  11:41-43,1 Kings.11.41,1 Kings.11.43
1 Kings,12,The Northern Tribes Revolt,1 Kings  12:1-20,1 Kings.12.1,1 Kings.12.20
1 Kings,12,Shemaiah's Prophecy,1 Kings  12:21-24,1 Kings.12.21,1 Kings.12.24
1 Kings,12,Jeroboam Makes Gold Calves,1 Kings  12:25-33,1 Kings.12.25,1 Kings.12.33
1 Kings,13,A Prophet Denounces Jeroboam,1 Kings  13,1 Kings.13.1,1 Kings.13.34
1 Kings,14,Ahijah's Prophecy against Jeroboam,1 Kings  14:1-20,1 Kings.14.1,1 Kings.14.20
1 Kings,14,Rehoboam Rules in Judah,1 Kings  14:21-31,1 Kings.14.21,1 Kings.14.31
1 Kings,15,Abijam Rules in Judah,1 Kings  15:1-8,1 Kings.15.1,1 Kings.15.8
1 Kings,15,Asa Rules in Judah,1 Kings  15:9-24,1 Kings.15.9,1 Kings.15.24
1 Kings,15,Nadab Rules in Israel,1 Kings  15:25-31,1 Kings.15.25,1 Kings.15.31
1 Kings,15,Baasha Rules in Israel,1 Kings  15:32-16:7,1 Kings.15.32,1 Kings.16.7
1 Kings,16,Elah Rules in Israel,1 Kings  16:8-14,1 Kings.16.8,1 Kings.16.14
1 Kings,16,Zimri Rules in Israel,1 Kings  16:15-20,1 Kings.16.15,1 Kings.16.20
1 Kings,16,Omri Rules in Israel,1 Kings  16:21-28,1 Kings.16.21,1 Kings.16.28
1 Kings,16,Ahab Rules in Israel,1 Kings  16:29-34,1 Kings.16.29,1 Kings.16.34
1 Kings,17,Elijah Fed by Ravens,1 Kings  17:1-7,1 Kings.17.1,1 Kings.17.7
1 Kings,17,The Widow at Zarephath,1 Kings  17:8-24,1 Kings.17.8,1 Kings.17.24
1 Kings,18,The Contest on Mount Carmel,1 Kings  18:1-40,1 Kings.18.1,1 Kings.18.40
1 Kings,18,Elijah Prays for Rain,1 Kings  18:41-46,1 Kings.18.41,1 Kings.18.46
1 Kings,19,Elijah Flees to Sinai,1 Kings  19:1-9,1 Kings.19.1,1 Kings.19.9
1 Kings,19,The Lord Speaks to Elijah,1 Kings  19:10-18,1 Kings.19.10,1 Kings.19.18
1 Kings,19,The Call of Elisha,1 Kings  19:19-21,1 Kings.19.19,1 Kings.19.21
1 Kings,20,Ben-Hadad Attacks Samaria,1 Kings  20:1-12,1 Kings.20.1,1 Kings.20.12
1 Kings,20,Ahab's Victory over Ben-Hadad,1 Kings  20:13-22,1 Kings.20.13,1 Kings.20.22
1 Kings,20,Ben-Hadad's Second Attack,1 Kings  20:23-34,1 Kings.20.23,1 Kings.20.34
1 Kings,20,A Prophet Condemns Ahab,1 Kings  20:35-43,1 Kings.20.35,1 Kings.20.43
1 Kings,21,Naboth's Vineyard,1 Kings  21,1 Kings.21.1,1 Kings.21.29
1 Kings,22,Jehoshaphat and Ahab,1 Kings  22:1-9,1 Kings.22.1,1 Kings.22.9
1 Kings,22,Micaiah Prophesies against Ahab,1 Kings  22:10-28,1 Kings.22.10,1 Kings.22.28
1 Kings,22,The Death of Ahab,1 Kings  22:29-40,1 Kings.22.29,1 Kings.22.40
1 Kings,22,Jehoshaphat Rules in Judah,1 Kings  22:41-50,1 Kings.22.41,1 Kings.22.50
1 Kings,22,Ahaziah Rules in Israel,1 Kings  22:51-53,1 Kings.22.51,1 Kings.22.53
2 Kings,1,Elijah Confronts King Ahaziah,2 Kings  1,2 Kings.1.1,2 Kings.1.18
2 Kings,2,Elijah Taken into Heaven,2 Kings  2:1-18,2 Kings.2.1,2 Kings.2.18
2 Kings,2,Elisha's First Miracles,2 Kings  2:19-25,2 Kings.2.19,2 Kings.2.25
2 Kings,3,War between Israel and Moab,2 Kings  3,2 Kings.3.1,2 Kings.3.27
2 Kings,4,Elisha Helps a Poor Widow,2 Kings  4:1-7,2 Kings.4.1,2 Kings.4.7
2 Kings,4,Elisha and the Woman from Shunem,2 Kings  4:8-37,2 Kings.4.8,2 Kings.4.37
2 Kings,4,Miracles during a Famine,2 Kings  4:38-44,2 Kings.4.38,2 Kings.4.44
2 Kings,5,The Healing of Naaman,2 Kings  5:1-19,2 Kings.5.1,2 Kings.5.19
2 Kings,5,The Greed of Gehazi,2 Kings  5:20-27,2 Kings.5.20,2 Kings.5.27
2 Kings,6,The Floating Ax Head,2 Kings  6:1-7,2 Kings.6.1,2 Kings.6.7
2 Kings,6,Elisha Traps the Arameans,2 Kings  6:8-23,2 Kings.6.8,2 Kings.6.23
2 Kings,6,Ben-Hadad Besieges Samaria,2 Kings  6:24-7:2,2 Kings.6.24,2 Kings.7.2
2 Kings,7,Outcasts Visit the Enemy Camp,2 Kings  7:3-11,2 Kings.7.3,2 Kings.7.11
2 Kings,7,Israel Plunders the Camp,2 Kings  7:12-20,2 Kings.7.12,2 Kings.7.20
2 Kings,8,The Woman from Shunem Returns Home,2 Kings  8:1-6,2 Kings.8.1,2 Kings.8.6
2 Kings,8,Hazael Murders Ben-Hadad,2 Kings  8:7-15,2 Kings.8.7,2 Kings.8.15
2 Kings,8,Jehoram Rules in Judah,2 Kings  8:16-24,2 Kings.8.16,2 Kings.8.24
2 Kings,8,Ahaziah Rules in Judah,2 Kings  8:25-29,2 Kings.8.25,2 Kings.8.29
2 Kings,9,Jehu Anointed King of Israel,2 Kings  9:1-13,2 Kings.9.1,2 Kings.9.13
2 Kings,9,Jehu Kills Joram and Ahaziah,2 Kings  9:14-29,2 Kings.9.14,2 Kings.9.29
2 Kings,9,The Death of Jezebel,2 Kings  9:30-37,2 Kings.9.30,2 Kings.9.37
2 Kings,10,Jehu Kills Ahab's Family,2 Kings  10:1-17,2 Kings.10.1,2 Kings.10.17
2 Kings,10,Jehu Kills the Priests of Baal,2 Kings  10:18-31,2 Kings.10.18,2 Kings.10.31
2 Kings,10,The Death of Jehu,2 Kings  10:32-36,2 Kings.10.32,2 Kings.10.36
2 Kings,11,Queen Athaliah Rules in Judah,2 Kings  11:1-3,2 Kings.11.1,2 Kings.11.3
2 Kings,11,Revolt against Athaliah,2 Kings  11:4-12,2 Kings.11.4,2 Kings.11.12
2 Kings,11,The Death of Athaliah,2 Kings  11:13-16,2 Kings.11.13,2 Kings.11.16
2 Kings,11,Jehoiada's Religious Reforms,2 Kings  11:17-21,2 Kings.11.17,2 Kings.11.21
2 Kings,12,Joash Repairs the Temple,2 Kings  12:1-16,2 Kings.12.1,2 Kings.12.16
2 Kings,12,The End of Joash's Reign,2 Kings  12:17-21,2 Kings.12.17,2 Kings.12.21
2 Kings,13,Jehoahaz Rules in Israel,2 Kings  13:1-9,2 Kings.13.1,2 Kings.13.9
2 Kings,13,Jehoash Rules in Israel,2 Kings  13:10-13,2 Kings.13.10,2 Kings.13.13
2 Kings,13,Elisha's Final Prophecy,2 Kings  13:14-25,2 Kings.13.14,2 Kings.13.25
2 Kings,14,Amaziah Rules in Judah,2 Kings  14:1-22,2 Kings.14.1,2 Kings.14.22
2 Kings,14,Jeroboam II Rules in Israel,2 Kings  14:23-29,2 Kings.14.23,2 Kings.14.29
2 Kings,15,Uzziah Rules in Judah,2 Kings  15:1-7,2 Kings.15.1,2 Kings.15.7
2 Kings,15,Zechariah Rules in Israel,2 Kings  15:8-12,2 Kings.15.8,2 Kings.15.12
2 Kings,15,Shallum Rules in Israel,2 Kings  15:13-15,2 Kings.15.13,2 Kings.15.15
2 Kings,15,Menahem Rules in Israel,2 Kings  15:16-22,2 Kings.15.16,2 Kings.15.22
2 Kings,15,Pekahiah Rules in Israel,2 Kings  15:23-26,2 Kings.15.23,2 Kings.15.26
2 Kings,15,Pekah Rules in Israel,2 Kings  15:27-31,2 Kings.15.27,2 Kings.15.31
2 Kings,15,Jotham Rules in Judah,2 Kings  15:32-38,2 Kings.15.32,2 Kings.15.38
2 Kings,16,Ahaz Rules in Judah,2 Kings  16,2 Kings.16.1,2 Kings.16.20
2 Kings,17,Hoshea Rules in Israel,2 Kings  17:1-4,2 Kings.17.1,2 Kings.17.4
2 Kings,17,Samaria Falls to Assyria,2 Kings  17:5-23,2 Kings.17.5,2 Kings.17.23
2 Kings,17,Foreigners Settle in Israel,2 Kings  17:24-41,2 Kings.17.24,2 Kings.17.41
2 Kings,18,Hezekiah Rules in Judah,2 Kings  18:1-12,2 Kings.18.1,2 Kings.18.12
2 Kings,18,Assyria Invades Judah,2 Kings  18:13-18,2 Kings.18.13,2 Kings.18.18
2 Kings,18,Sennacherib Threatens Jerusalem,2 Kings  18:19-37,2 Kings.18.19,2 Kings.18.37
2 Kings,19,Hezekiah Seeks the Lord's Help,2 Kings  19:1-19,2 Kings.19.1,2 Kings.19.19
2 Kings,19,Isaiah Predicts Judah's Deliverance,2 Kings  19:20-37,2 Kings.19.20,2 Kings.19.37
2 Kings,20,Hezekiah's Sickness and Recovery,2 Kings  20:1-11,2 Kings.20.1,2 Kings.20.11
2 Kings,20,Envoys from Babylon,2 Kings  20:12-21,2 Kings.20.12,2 Kings.20.21
2 Kings,21,Manasseh Rules in Judah,2 Kings  21:1-18,2 Kings.21.1,2 Kings.21.18
2 Kings,21,Amon Rules in Judah,2 Kings  21:19-26,2 Kings.21.19,2 Kings.21.26
2 Kings,22,Josiah Rules in Judah,2 Kings  22:1-7,2 Kings.22.1,2 Kings.22.7
2 Kings,22,Hilkiah Discovers God's Law,2 Kings  22:8-20,2 Kings.22.8,2 Kings.22.20
2 Kings,23,Josiah's Religious Reforms,2 Kings  23:1-20,2 Kings.23.1,2 Kings.23.20
2 Kings,23,Josiah Celebrates Passover,2 Kings  23:21-30,2 Kings.23.21,2 Kings.23.30
2 Kings,23,Jehoahaz Rules in Judah,2 Kings  23:31-33,2 Kings.23.31,2 Kings.23.33
2 Kings,23,Jehoiakim Rules in Judah,2 Kings  23:34-24:7,2 Kings.23.34,2 Kings.24.7
2 Kings,24,Jehoiachin Rules in Judah,2 Kings  24:8-17,2 Kings.24.8,2 Kings.24.17
2 Kings,24,Zedekiah Rules in Judah,2 Kings  24:18-20,2 Kings.24.18,2 Kings.24.20
2 Kings,24,The Fall of Jerusalem,2 Kings  25:1-7,2 Kings.25.1,2 Kings.25.7
2 Kings,25,The Temple Destroyed,2 Kings  25:8-21,2 Kings.25.8,2 Kings.25.21
2 Kings,25,Gedaliah Governs in Judah,2 Kings  25:22-26,2 Kings.25.22,2 Kings.25.26
2 Kings,25,Hope for Israel's Royal Line,2 Kings  25:27-30,2 Kings.25.27,2 Kings.25.30
1 Chronicles,1,From Adam to Noah's Sons,1 Chronicles  1:1-4,1 Chronicles.1.1,1 Chronicles.1.4
1 Chronicles,1,Descendants of Japheth,1 Chronicles  1:5-7,1 Chronicles.1.5,1 Chronicles.1.7
1 Chronicles,1,Descendants of Ham,1 Chronicles  1:8-16,1 Chronicles.1.8,1 Chronicles.1.16
1 Chronicles,1,Descendants of Shem,1 Chronicles  1:17-27,1 Chronicles.1.17,1 Chronicles.1.27
1 Chronicles,1,Descendants of Abraham,1 Chronicles  1:28-33,1 Chronicles.1.28,1 Chronicles.1.33
1 Chronicles,1,Descendants of Isaac,1 Chronicles  1:34,1 Chronicles.1.34,1 Chronicles.1.34
1 Chronicles,1,Descendants of Esau,1 Chronicles  1:35-37,1 Chronicles.1.35,1 Chronicles.1.37
1 Chronicles,1,Original Peoples of Edom,1 Chronicles  1:38-42,1 Chronicles.1.38,1 Chronicles.1.42
1 Chronicles,1,Rulers of Edom,1 Chronicles  1:43-54,1 Chronicles.1.43,1 Chronicles.1.54
1 Chronicles,2,Descendants of Israel,1 Chronicles  2:1-2,1 Chronicles.2.1,1 Chronicles.2.2
1 Chronicles,2,Descendants of Judah,1 Chronicles  2:3-8,1 Chronicles.2.3,1 Chronicles.2.8
1 Chronicles,2,From Judah's Grandson Hezron to David,1 Chronicles  2:9-17,1 Chronicles.2.9,1 Chronicles.2.17
1 Chronicles,2,Other Descendants of Hezron,1 Chronicles  2:18-24,1 Chronicles.2.18,1 Chronicles.2.24
1 Chronicles,2,Descendants of Hezron's Son Jerahmeel,1 Chronicles  2:25-41,1 Chronicles.2.25,1 Chronicles.2.41
1 Chronicles,2,Descendants of Hezron's Son Caleb,1 Chronicles  2:42-50,1 Chronicles.2.42,1 Chronicles.2.50
1 Chronicles,2,Descendants of Caleb's Son Hur,1 Chronicles  2:51-55,1 Chronicles.2.51,1 Chronicles.2.55
1 Chronicles,3,Descendants of David,1 Chronicles  3:1-9,1 Chronicles.3.1,1 Chronicles.3.9
1 Chronicles,3,Descendants of Solomon,1 Chronicles  3:10-16,1 Chronicles.3.10,1 Chronicles.3.16
1 Chronicles,3,Descendants of Jehoiachin,1 Chronicles  3:17-24,1 Chronicles.3.17,1 Chronicles.3.24
1 Chronicles,4,Other Descendants of Judah,1 Chronicles  4:1-20,1 Chronicles.4.1,1 Chronicles.4.20
1 Chronicles,4,Descendants of Judah's Son Shelah,1 Chronicles  4:21-23,1 Chronicles.4.21,1 Chronicles.4.23
1 Chronicles,4,Descendants of Simeon,1 Chronicles  4:24-43,1 Chronicles.4.24,1 Chronicles.4.43
1 Chronicles,5,Descendants of Reuben,1 Chronicles  5:1-10,1 Chronicles.5.1,1 Chronicles.5.10
1 Chronicles,5,Descendants of Gad,1 Chronicles  5:11-17,1 Chronicles.5.11,1 Chronicles.5.17
1 Chronicles,5,The Tribes East of the Jordan,1 Chronicles  5:18-26,1 Chronicles.5.18,1 Chronicles.5.26
1 Chronicles,6,The Priestly Line,1 Chronicles  6:1-15,1 Chronicles.6.1,1 Chronicles.6.15
1 Chronicles,6,The Levite Clans,1 Chronicles  6:16-30,1 Chronicles.6.16,1 Chronicles.6.30
1 Chronicles,6,The Temple Musicians,1 Chronicles  6:31-48,1 Chronicles.6.31,1 Chronicles.6.48
1 Chronicles,6,Aaron's Descendants,1 Chronicles  6:49-53,1 Chronicles.6.49,1 Chronicles.6.53
1 Chronicles,6,Territory for the Levites,1 Chronicles  6:54-81,1 Chronicles.6.54,1 Chronicles.6.81
1 Chronicles,7,Descendants of Issachar,1 Chronicles  7:1-5,1 Chronicles.7.1,1 Chronicles.7.5
1 Chronicles,7,Descendants of Benjamin,1 Chronicles  7:6-12,1 Chronicles.7.6,1 Chronicles.7.12
1 Chronicles,7,Descendants of Naphtali,1 Chronicles  7:13,1 Chronicles.7.13,1 Chronicles.7.13
1 Chronicles,7,Descendants of Manasseh,1 Chronicles  7:14-19,1 Chronicles.7.14,1 Chronicles.7.19
1 Chronicles,7,Descendants of Ephraim,1 Chronicles  7:20-29,1 Chronicles.7.20,1 Chronicles.7.29
1 Chronicles,7,Descendants of Asher,1 Chronicles  7:30-40,1 Chronicles.7.30,1 Chronicles.7.40
1 Chronicles,8,Descendants of Benjamin,1 Chronicles  8:1-28,1 Chronicles.8.1,1 Chronicles.8.28
1 Chronicles,8,The Family of Saul,1 Chronicles  8:29-9:1,1 Chronicles.8.29,1 Chronicles.9.1
1 Chronicles,9,The Returning Exiles,1 Chronicles  9:2-9,1 Chronicles.9.2,1 Chronicles.9.9
1 Chronicles,9,The Returning Priests,1 Chronicles  9:10-13,1 Chronicles.9.10,1 Chronicles.9.13
1 Chronicles,9,The Returning Levites,1 Chronicles  9:14-34,1 Chronicles.9.14,1 Chronicles.9.34
1 Chronicles,9,King Saul's Family Tree,1 Chronicles  9:35-44,1 Chronicles.9.35,1 Chronicles.9.44
1 Chronicles,10,The Death of King Saul,1 Chronicles  10,1 Chronicles.10.1,1 Chronicles.10.14
1 Chronicles,11,David Becomes King of All Israel,1 Chronicles  11:1-3,1 Chronicles.11.1,1 Chronicles.11.3
1 Chronicles,11,David Captures Jerusalem,1 Chronicles  11:4-9,1 Chronicles.11.4,1 Chronicles.11.9
1 Chronicles,11,David's Mightiest Warriors,1 Chronicles  11:10-19,1 Chronicles.11.10,1 Chronicles.11.19
1 Chronicles,11,David's Thirty Mighty Men,1 Chronicles  11:20-47,1 Chronicles.11.20,1 Chronicles.11.47
1 Chronicles,12,Warriors Join David's Army,1 Chronicles  12,1 Chronicles.12.1,1 Chronicles.12.40
1 Chronicles,13,David Attempts to Move the Ark,1 Chronicles  13,1 Chronicles.13.1,1 Chronicles.13.14
1 Chronicles,14,David's Palace and Family,1 Chronicles  14:1-7,1 Chronicles.14.1,1 Chronicles.14.7
1 Chronicles,14,David Conquers the Philistines,1 Chronicles  14:8-17,1 Chronicles.14.8,1 Chronicles.14.17
1 Chronicles,15,Preparing to Move the Ark,1 Chronicles  15:1-24,1 Chronicles.15.1,1 Chronicles.15.24
1 Chronicles,15,Moving the Ark to Jerusalem,1 Chronicles  15:25-16:6,1 Chronicles.15.25,1 Chronicles.16.6
1 Chronicles,16,David's Song of Praise,1 Chronicles  16:7-36,1 Chronicles.16.7,1 Chronicles.16.36
1 Chronicles,16,Worship at Jerusalem and Gibeon,1 Chronicles  16:37-43,1 Chronicles.16.37,1 Chronicles.16.43
1 Chronicles,17,The Lord's Covenant Promise to David,1 Chronicles  17:1-15,1 Chronicles.17.1,1 Chronicles.17.15
1 Chronicles,17,David's Prayer of Thanks,1 Chronicles  17:16-27,1 Chronicles.17.16,1 Chronicles.17.27
1 Chronicles,18,David's Military Victories,1 Chronicles  18,1 Chronicles.18.1,1 Chronicles.18.17
1 Chronicles,19,David Defeats the Ammonites,1 Chronicles  19,1 Chronicles.19.1,1 Chronicles.19.19
1 Chronicles,20,David Captures Rabbah,1 Chronicles  20:1-3,1 Chronicles.20.1,1 Chronicles.20.3
1 Chronicles,20,Battles against Philistine Giants,1 Chronicles  20:4-8,1 Chronicles.20.4,1 Chronicles.20.8
1 Chronicles,21,David Takes a Census,1 Chronicles  21:1-6,1 Chronicles.21.1,1 Chronicles.21.6
1 Chronicles,21,Judgment for David's Sin,1 Chronicles  21:7-17,1 Chronicles.21.7,1 Chronicles.21.17
1 Chronicles,21,David Builds an Altar,1 Chronicles  21:18-22:1,1 Chronicles.21.18,1 Chronicles.22.1
1 Chronicles,22,Preparations for the Temple,1 Chronicles  22:2-19,1 Chronicles.22.2,1 Chronicles.22.19
1 Chronicles,23,Duties of the Levites,1 Chronicles  23:1-6,1 Chronicles.23.1,1 Chronicles.23.6
1 Chronicles,23,The Gershonites,1 Chronicles  23:7-11,1 Chronicles.23.7,1 Chronicles.23.11
1 Chronicles,23,The Kohathites,1 Chronicles  23:12-20,1 Chronicles.23.12,1 Chronicles.23.20
1 Chronicles,23,The Merarites,1 Chronicles  23:21-32,1 Chronicles.23.21,1 Chronicles.23.32
1 Chronicles,24,Duties of the Priests,1 Chronicles  24:1-19,1 Chronicles.24.1,1 Chronicles.24.19
1 Chronicles,24,Family Leaders among the Levites,1 Chronicles  24:20-31,1 Chronicles.24.20,1 Chronicles.24.31
1 Chronicles,25,Duties of the Musicians,1 Chronicles  25,1 Chronicles.25.1,1 Chronicles.25.31
1 Chronicles,26,Duties of the Gatekeepers,1 Chronicles  26:1-19,1 Chronicles.26.1,1 Chronicles.26.19
1 Chronicles,26,Treasurers and Other Officials,1 Chronicles  26:20-32,1 Chronicles.26.20,1 Chronicles.26.32
1 Chronicles,27,Military Commanders and Divisions,1 Chronicles  27:1-15,1 Chronicles.27.1,1 Chronicles.27.15
1 Chronicles,27,Leaders of the Tribes,1 Chronicles  27:16-24,1 Chronicles.27.16,1 Chronicles.27.24
1 Chronicles,27,Officials of David's Kingdom,1 Chronicles  27:25-34,1 Chronicles.27.25,1 Chronicles.27.34
1 Chronicles,28,David's Instructions to Solomon,1 Chronicles  28,1 Chronicles.28.1,1 Chronicles.28.21
1 Chronicles,29,Gifts for Building the Temple,1 Chronicles  29:1-9,1 Chronicles.29.1,1 Chronicles.29.9
1 Chronicles,29,David's Prayer of Praise,1 Chronicles  29:10-20,1 Chronicles.29.10,1 Chronicles.29.20
1 Chronicles,29,Solomon Named as King,1 Chronicles  29:21-25,1 Chronicles.29.21,1 Chronicles.29.25
1 Chronicles,29,Summary of David's Reign,1 Chronicles  29:26-30,1 Chronicles.29.26,1 Chronicles.29.30
2 Chronicles,1,Solomon Asks for Wisdom,2 Chronicles  1,2 Chronicles.1.1,2 Chronicles.1.17
2 Chronicles,2,Preparations for Building the Temple,2 Chronicles  2,2 Chronicles.2.1,2 Chronicles.2.18
2 Chronicles,3,Solomon Builds the Temple,2 Chronicles  3,2 Chronicles.3.1,2 Chronicles.3.17
2 Chronicles,4,Furnishings for the Temple,2 Chronicles  4:1-5:1,2 Chronicles.4.1,2 Chronicles.5.1
2 Chronicles,5,The Ark Brought to the Temple,2 Chronicles  5:2-14,2 Chronicles.5.2,2 Chronicles.5.14
2 Chronicles,6,Solomon Praises the Lord,2 Chronicles  6:1-11,2 Chronicles.6.1,2 Chronicles.6.11
2 Chronicles,6,Solomon's Prayer of Dedication,2 Chronicles  6:12-42,2 Chronicles.6.12,2 Chronicles.6.42
2 Chronicles,7,The Dedication of the Temple,2 Chronicles  7:1-10,2 Chronicles.7.1,2 Chronicles.7.10
2 Chronicles,7,The Lord's Response to Solomon,2 Chronicles  7:11-22,2 Chronicles.7.11,2 Chronicles.7.22
2 Chronicles,8,Solomon's Many Achievements,2 Chronicles  8,2 Chronicles.8.1,2 Chronicles.8.18
2 Chronicles,9,Visit of the Queen of Sheba,2 Chronicles  9:1-12,2 Chronicles.9.1,2 Chronicles.9.12
2 Chronicles,9,Solomon's Wealth and Splendor,2 Chronicles  9:13-28,2 Chronicles.9.13,2 Chronicles.9.28
2 Chronicles,9,Summary of Solomon's Reign,2 Chronicles  9:29-31,2 Chronicles.9.29,2 Chronicles.9.31
2 Chronicles,10,The Northern Tribes Revolt,2 Chronicles  10,2 Chronicles.10.1,2 Chronicles.10.19
2 Chronicles,11,Shemaiah's Prophecy,2 Chronicles  11:1-4,2 Chronicles.11.1,2 Chronicles.11.4
2 Chronicles,11,Rehoboam Fortifies Judah,2 Chronicles  11:5-17,2 Chronicles.11.5,2 Chronicles.11.17
2 Chronicles,11,Rehoboam's Family,2 Chronicles  11:18-23,2 Chronicles.11.18,2 Chronicles.11.23
2 Chronicles,12,Egypt Invades Judah,2 Chronicles  12:1-12,2 Chronicles.12.1,2 Chronicles.12.12
2 Chronicles,12,Summary of Rehoboam's Reign,2 Chronicles  12:13-16,2 Chronicles.12.13,2 Chronicles.12.16
2 Chronicles,13,Abijah's War with Jeroboam,2 Chronicles  13,2 Chronicles.13.1,2 Chronicles.13.22
2 Chronicles,14,Early Years of Asa's Reign,2 Chronicles  14,2 Chronicles.14.1,2 Chronicles.14.15
2 Chronicles,15,Asa's Religious Reforms,2 Chronicles  15,2 Chronicles.15.1,2 Chronicles.15.19
2 Chronicles,16,Final Years of Asa's Reign,2 Chronicles  16:1-10,2 Chronicles.16.1,2 Chronicles.16.10
2 Chronicles,16,Summary of Asa's Reign,2 Chronicles  16:11-14,2 Chronicles.16.11,2 Chronicles.16.14
2 Chronicles,17,Jehoshaphat Rules in Judah,2 Chronicles  17,2 Chronicles.17.1,2 Chronicles.17.19
2 Chronicles,18,Jehoshaphat and Ahab,2 Chronicles  18:1-8,2 Chronicles.18.1,2 Chronicles.18.8
2 Chronicles,18,Micaiah Prophesies against Ahab,2 Chronicles  18:9-27,2 Chronicles.18.9,2 Chronicles.18.27
2 Chronicles,18,The Death of Ahab,2 Chronicles  18:28-34,2 Chronicles.18.28,2 Chronicles.18.34
2 Chronicles,19,Jehoshaphat Appoints Judges,2 Chronicles  19,2 Chronicles.19.1,2 Chronicles.19.11
2 Chronicles,20,War with Surrounding Nations,2 Chronicles  20:1-30,2 Chronicles.20.1,2 Chronicles.20.30
2 Chronicles,20,Summary of Jehoshaphat's Reign,2 Chronicles  20:31-37,2 Chronicles.20.31,2 Chronicles.20.37
2 Chronicles,21,Jehoram Rules in Judah,2 Chronicles  21,2 Chronicles.21.1,2 Chronicles.21.20
2 Chronicles,22,Ahaziah Rules in Judah,2 Chronicles  22:1-9,2 Chronicles.22.1,2 Chronicles.22.9
2 Chronicles,22,Queen Athaliah Rules in Judah,2 Chronicles  22:10-12,2 Chronicles.22.10,2 Chronicles.22.12
2 Chronicles,23,Revolt against Athaliah,2 Chronicles  23:1-11,2 Chronicles.23.1,2 Chronicles.23.11
2 Chronicles,23,The Death of Athaliah,2 Chronicles  23:12-15,2 Chronicles.23.12,2 Chronicles.23.15
2 Chronicles,23,Jehoiada's Religious Reforms,2 Chronicles  23:16-21,2 Chronicles.23.16,2 Chronicles.23.21
